,phrases,label,emotion,book,person_1,person_2
273,"“Old Smaug is weary and asleep,” he thought. “He can’t see me and he won’t hear me. Cheer up  Bilbo!” He had forgotten or had never heard about dragons’ sense of smell. It is also an awkward fact  that they can keep half an eye open watching while they sleep, if they are suspicious. Smaug certainly looked fast asleep, almost dead and dark, with scarcely a snore more than a whiff  of unseen steam, when Bilbo peeped once more from the entrance.",NEGATIVE,fear,hobbit,Bilbo,Smaug
274,"He was only pretending to sleep! He was watching the tunnel entrance! Hurriedly Bilbo  stepped back and blessed the luck of his ring. Then Smaug spoke. “Well, thief!",POSITIVE,joy,hobbit,Bilbo,Smaug
275,"I hear your breath. Come along! Help yourself again,  there is plenty and to spare!”   But Bilbo was not quite so unlearned in dragon-lore as all that, and if Smaug hoped to get him to  come nearer so easily he was disappointed. “No thank you, O Smaug the Tremendous!” he replied. “I did not come for presents.",NEGATIVE,sadness,hobbit,Bilbo,Smaug
276,"I only wished to have a look at you and see if you were truly as great  as tales say. I did not believe them.”   “Do you now?” said the dragon somewhat flattered, even though he did not believe a word of it. “Truly songs and tales fall utterly short of the reality, O Smaug the Chiefest and Greatest of  Calamities,” replied Bilbo. “You have nice manners for a thief and a liar,” said the dragon. “You seem familiar with my name,  but I don’t seem to remember smelling you before.",NEGATIVE,joy,hobbit,Bilbo,Smaug
277,"I  came from the end of a bag, but no bag went over me.”   “These don’t sound so creditable,” scoffed Smaug. “I am the friend of bears and the guest of  eagles. I am Ringwinner and Luckwearer; and I am Barrel-rider,” went on Bilbo beginning to be  pleased with his riddling. “That’s better!” said Smaug. “But don’t let your imagination run away with you!”    This of course is the way to talk to dragons, if you don’t want to reveal your proper name (which is  wise), and don’t want to infuriate them by a flat refusal (which is also very wise).",POSITIVE,joy,hobbit,Bilbo,Smaug
278,"“But don’t let your imagination run away with you!”    This of course is the way to talk to dragons, if you don’t want to reveal your proper name (which is  wise), and don’t want to infuriate them by a flat refusal (which is also very wise). No dragon can resist  the fascination of riddling talk and of wasting time trying to understand it. There was a lot here which  Smaug did not understand at all (though I expect you do, since you know all about Bilbo’s adventures  to which he was referring), but he thought he understood enough, and he chuckled in his wicked  inside. “I thought so last night,” he smiled to himself. “Lake-men, some nasty scheme of those miserable  tub-trading Lake-men, or I’m a lizard.",POSITIVE,anger,hobbit,Bilbo,Smaug
279,"You may walk unseen, but you did not walk all the way. Let me tell you I ate  six ponies last night and I shall catch and eat all the others before long. In return for the excellent  meal I will give you one piece of advice for your good: don’t have more to do with dwarves than you  can help!”   “Dwarves!” said Bilbo in pretended surprise. “Don’t talk to me!” said Smaug. “I know the smell  (and taste) of dwarf — no one better.",POSITIVE,joy,hobbit,Bilbo,Smaug
280,"And you will get a fair share? Don’t you believe it! If you get off alive, you will be lucky.”    Bilbo was now beginning to feel really uncomfortable. Whenever Smaug’s roving eye, seeking for  him in the shadows, flashed across him, he trembled, and an unaccountable desire seized hold of him  to rush out and reveal himself and tell all the truth to Smaug. In fact he was in grievous danger of  coming under the dragon-spell.",NEGATIVE,fear,hobbit,Bilbo,Smaug
281,"What about  armed guards and tolls?” And Smaug laughed aloud. He had a wicked and a wily heart, and he knew  his guesses were not far out, though he suspected that the Lake-men were at the back of the plans, and  that most of the plunder was meant to stop there in the town by the shore that in his young days had  been called Esgaroth. You will hardly believe it, but poor Bilbo was really very taken aback. So far all his thoughts and  energies had been concentrated on getting to the Mountain and finding the entrance. He had never  bothered to wonder how the treasure was to be removed, certainly never how any part of it that might  fall to his share was to be brought back all the way to Bag-End Under-Hill.",NEGATIVE,anger,hobbit,Bilbo,Smaug
282,"Now a nasty suspicion began to grow in his mind — had the dwarves forgotten this important point  too, or were they laughing in their sleeves at him all the time? That is the effect that dragon-talk has  on the inexperienced. Bilbo of course ought to have been on his guard; but Smaug had rather an  overwhelming personality. “I tell you,” he said, in an effort to remain loyal to his friends and to keep his end up, “that gold  was only an afterthought with us. We came over hill and under hill, by wave and wind, for Revenge.",NEGATIVE,love,hobbit,Bilbo,Smaug
283,"“Your information is antiquated,” he snapped. “I am  armoured above and below with iron scales and hard gems. No blade can pierce me.”   “I might have guessed it,” said Bilbo. “Truly there can nowhere be found the equal of Lord Smaug  the Impenetrable. What magnificence to possess a waistcoat of fine diamonds!”   “Yes, it is rare and wonderful, indeed,” said Smaug absurdly pleased.",POSITIVE,joy,hobbit,Bilbo,Smaug
284,"Luckily the whole head and jaws could not squeeze in,  but the nostrils sent forth fire and vapour to pursue him, and he was nearly overcome, and stumbled  blindly on in great pain and fear. He had been feeling rather pleased with the cleverness of his  conversation with Smaug, but his mistake at the end shook him into better sense. “Never laugh at live dragons, Bilbo you fool!” he said to himself, and it became a favourite saying  of his later, and passed into a proverb. “You aren’t nearly through this adventure yet,” he added, and  that was pretty true as well. The afternoon was turning into evening when he came out again and stumbled and fell in a faint on the  ‘doorstep’.",NEGATIVE,joy,hobbit,Bilbo,Smaug
285,"I have been that way twice, when I knew  there was a dragon at the other end, so I will risk a third visit when I am no longer sure. Anyway the  only way out is down. And I think this time you had better all come with me.”   In desperation they agreed, and Thorin was the first to go forward by Bilbo’s side. “Now do be careful!” whispered the hobbit, “and as quiet as you can be! There may be no Smaug at  the bottom, but then again there may be.",NEGATIVE,joy,hobbit,Bilbo,Smaug
