phrases,book,person_1,person_2
"You can still train.'  'Hey.' The Enchantress tossed her hair. 'Politeness comes cheap in Geralts' Keep now, I see. Ciri was  the first to greet me, and  brought me to the castle. She ought to keep me company-'  'She is undergoing training here, Merigold.' Lambert grimaced in a parody of a smile. He always called  her that: 'Merigold', without giving her a title or a name.",Blood of Elves,Ciri,Geralt
"'She is a student, not a major  domo. Welcoming guests, even such pleasant ones as yourself, is not one of her duties. We're off, Ciri.'  Triss gave a little shrug, pretending not to see Geralt and Eskel's embarrassed expressions. She did not  say anything, not wanting to embarrass them further. And, above all, she did not want them to see how  very intrigued and fascinated she was by the girl.",Blood of Elves,Ciri,Geralt
"1 guessed correctly. She decided to attack without delay, not allowing the Geralts to try any ruses. 'The famous Child Surprise?' she said indicating Ciri. 'I see you have applied yourselves to fulfilling the  demands of fate and destiny? But it seems you have muddled the stories, boys.",Blood of Elves,Ciri,Geralt
"The Geralt shrugged. Triss, knowing him a little, immediately changed tactics and gave up the argument. She looked at Ciri again. The girl, agilely stepping along the balance beam, executed a half-turn, cut  lightly, and immediately leaped away. The dummy, struck, swayed on its rope.",Blood of Elves,Ciri,Geralt
"And  Lambert looks like an idiot, demoralising the girl with all his shouting. Aren't you afraid of an unfortunate  accident? Or maybe you're relying on destiny to protect the child against it?'  'Ciri practised for nearly six months without a sword,' said Coen. 'She knows how to move. And we are  keeping an eye on her because-'  'Because this is her home,' finished Geralt quietly but firmly.",Blood of Elves,Ciri,Geralt
"She had watched them. Vesemir had been tense and troubled; Geralt uneasy, Lambert and Eskel falsely  merry and talkative, Coen so natural as to be unnatural. The only one who had been sincere and open  was Ciri, rosy-cheeked from the cold, dishevelled, happy and devilishly voracious. They had eaten beer  potage, thick with croutons and cheese, and Ciri had been surprised they had not served mushrooms as  well. They had drunk cider, but the girl had been given water and was clearly both astonished and  revolted by it.",Blood of Elves,Ciri,Geralt
"Triss giggled. Ha, she thought, Geralts, I've got you! Ciri scared you just as she did me. She 'withdrew'  into a daydream, started to prophesy, gave out an aura which, after all, you can sense almost as well as I  can. She automatically reached for something psy-chokinetically, or bent a pewter spoon with her will as  she stared at it during lunch.",Blood of Elves,Ciri,Geralt
"She accepted the tribute of gazes which rewarded her efforts she  had changed her travel clothes for an attractive but simple dress and had skilfully applied magical  scents and non-magical but incredibly expensive cosmetics. She ate her porridge chatting with the  Geralts about unimportant and trivial matters. 'Water again?' muttered Ciri suddenly, peering into her tumbler. 'My teeth go numb when I drink water! I  want some juice!",Blood of Elves,Ciri,Geralt
"Finish your food; it's time for training. The days are getting shorter.'  'Geralt.' Triss finished her porridge. 'Ciri fell on the Trail yesterday. Nothing serious, but it was because  of that jester's outfit she wears. It all fits so badly, and it hinders her movements.'  Vesemir cleared his throat and turned his eyes away.",Blood of Elves,Ciri,Geralt
"You're right,  Lambert. But a woman has arrived, and the old order's collapsed; a time of great change has arrived. Come on, Ciri.'  The girl hesitated, looked at Geralt. Geralt nodded his agreement and smiled. Pleasantly.",Blood of Elves,Ciri,Geralt
"Triss turned her eyes away. His smile was not for her. Ciri's little room was a faithful replica of the Geralts' quarters. It was, like theirs, devoid of almost all  fittings and furniture. There was practically nothing there beside a few planks nailed together to form a  bed, a stool and a trunk.",Blood of Elves,Ciri,Geralt
"There was practically nothing there beside a few planks nailed together to form a  bed, a stool and a trunk. Geralts decorated the walls and doors of their quarters with the skins of  animals they killed when hunting - stags, lynx, wolves and even wolverines. On the door of Ciri's little  room, however, hung the skin of an enormous rat with a hideous scaly tail. Triss fought back her desire to  tear the stinking abomination down and throw it out of the window. The girl, standing by the bed, stared at her expectantly.",Blood of Elves,Ciri,Geralt
"I've always had a knack for  cutting and sewing so I ought to be able to manage this goatskin, too. And you, little Geralt-girl, have  you ever had a needle in your hand? Have you been taught anything other than making holes with a  sword in sacks of straw?'  'When I was in Transriver, in Kagen, I had to spin,' muttered Ciri unwillingly. 'They didn't give me any  sewing because I only  spoilt the linen and wasted thread; they had to undo everything. The spinning was terribly boring - yuk!'  'True,' giggled Triss.",Blood of Elves,Ciri,Geralt
"Even though you are being thumped  and beaten in a thousand ways, you're to get up and carry on practising?'  'Of course. A Geralt's not afraid of anything.'  'Is that so? And you, Ciri? You aren't afraid of anything? Answer truthfully.'  The girl turned away and bit her lip.",Blood of Elves,Ciri,Geralt
"Can you turn me into a boy?'  'No,' Triss replied in an icy tone. 'I can't.'  'Hmm ...' The little Geralt-girl was clearly troubled. 'But could you at least ...'  'At least what?'  'Could you do something so I don't have to ...' Ciri blushed. 'I'll whisper it in your ear.'  'Go on.' Triss leaned over. 'I'm listening.'  Ciri, growing even redder, brought her head closer to the enchantress's chestnut hair.",Blood of Elves,Ciri,Geralt
"For almost half a year, having been taken in by a peasant family, she worked on the land and with  the livestock. Believe me, Triss, life has tried, seasoned and hardened her no less than good-for-nothings  like us, who were brought to Kaer Morhen from the highways. Ciri is no weaker than unwanted  bastards, like us, who were left with Geralts in taverns like kittens in a wicker basket. And her gender? What difference does that make?'  'You still ask?",Blood of Elves,Ciri,Geralt
"The white-haired Geralt bowed his head, hiding his  eyes behind his hand. Vesemir cleared his throat loudly. At that moment, the door creaked open and Ciri entered the hall. Vesemir's hawking changed into  something like a wheeze, a loud indrawn breath. Lambert opened his mouth.",Blood of Elves,Ciri,Geralt
"We will also cut the theory short and,  if you feel unwell, we will put it aside for the time being, too. If you need any medication or-'  'I'll take care of that,' Triss cut in just as casually. 'Aha ...' Only now did Ciri blush a little - she looked at the old Geralt. 'Uncle Vesemir, I've asked  Triss ... that is, Miss Merigold, to ...",Blood of Elves,Ciri,Geralt
"'We are extremely pleased,  Triss.'  The enchantress nodded slightly towards him and innocently fluttered her eyelashes, winding a chestnut  lock around her finger. Geralt's face seemed almost graven from stone. 'You behaved very properly and politely, Ciri,' he said, 'offering Miss Merigold our ongoing hospitality in  Kaer Morhen. I am proud of you.'  Ciri reddened and smiled broadly. The enchantress gave her the next pre-arranged sign.",Blood of Elves,Ciri,Geralt
"I will give you three pieces of  advice, and you are going to abide by each of them. If, of course, you really want me to stay and help  you bring up the little one.'  'We're listening,' said Geralt. 'Go on, Triss.'  'Above all,' she began, smiling maliciously, 'Ciri's menu is to be more varied. And the secret mushrooms  and mysterious greens in particular have to be limited.'  Geralt and Coen controlled their expressions wonderfully, Lambert and Eskel a little less so, Vesemir not  at all. But then, she thought, looking at his comically embarrassed expression, in his days the world was a  better place.",Blood of Elves,Ciri,Geralt
"Milking is no great art. You'll see, Lambert, you'll learn how to do it in no time.'  'Triss,' started Geralt, 'listen-'  'No, you listen. You haven't subjected Ciri to violent mutations, haven't touched her hormones, haven't  tried any elixirs or Grasses on her. And that's to be praised. That was sensible, responsible and humane.",Blood of Elves,Ciri,Geralt
"After that I knew who, or rather what, the girl is.'  'And what is she?'  'A Source.'  'That's impossible!'  'It's possible. Certain even. Ciri is a Source and has mediumistic powers. What is more, these powers  are very, very worrying. And you, my dear Geralts, are perfectly well aware of this.",Blood of Elves,Ciri,Geralt
"The first snow fell the following day, fine snowflakes initially, but soon turning into a blizzard. It fell  throughout the night and, in the early morning, the walls of Kaer Morhen were drowned beneath a  snowdrift. There could be no question of running the Killer, especially since Ciri was still not feeling very  well. Triss suspected that the Geralts' accelerants might be the cause of the girl's menstrual problems. She could not be sure, however, knowing practically nothing about the drugs, and Ciri was, beyond  doubt, the only girl in the world to whom they had been administered.",Blood of Elves,Ciri,Geralt
